train_pred,train_truth
1.1066666666666665,1.3
1.1066666666666665,0.74
1.1066666666666665,1.19
1.0728571428571427,1.04
1.0728571428571427,1.04
1.0728571428571427,1.14
1.564,0.96
0.8579999999999999,1.15
1.536,1.46
1.536,1.38
1.536,1.81
1.2157142857142857,1.33
1.0728571428571427,0.88
1.536,1.58
1.55,1.57
1.2157142857142857,1.3
0.8579999999999999,0.69
1.0728571428571427,1.39
1.1066666666666665,1.17
1.536,1.45
1.0728571428571427,0.88
1.55,1.19
1.2157142857142857,1.13
1.2157142857142857,1.28
0.8579999999999999,1.15
1.564,1.87
1.564,2.54
0.8579999999999999,1.04
1.55,1.96
1.564,0.96
1.9759999999999998,1.98
1.55,1.99
1.0728571428571427,1.14
1.2157142857142857,1.17
1.55,1.19
1.1066666666666665,1.2
1.1066666666666665,1.19
0.8579999999999999,0.56
0.8579999999999999,0.85
0.8579999999999999,0.56
1.55,1.4
1.1066666666666665,1.26
0.8579999999999999,1.04
1.564,1.49
1.1066666666666665,0.74
1.9759999999999998,2.18
0.8579999999999999,0.69
1.9759999999999998,2.07
0.8579999999999999,0.85
1.2157142857142857,1.13
1.1066666666666665,1.17
1.9759999999999998,1.69
1.2157142857142857,1.17
1.9759999999999998,1.96
