train_pred,train_truth
1.38,1.38
1.81,1.81
1.12,1.12
0.56,0.56
1.28,1.28
1.19,1.19
1.51,1.51
1.78,1.78
1.54,1.54
1.89,1.89
0.91,0.91
1.3,1.3
1.8,1.8
2.18,2.18
1.26,1.26
1.82,1.82
1.69,1.69
1.55,1.55
1.33,1.33
0.96,0.96
1.87,1.87
1.93,1.93
1.87,1.87
1.46,1.46
0.69,0.69
1.78,1.78
1.63,1.63
1.66,1.66
1.83,1.83
1.85,1.85
1.17,1.17
1.49,1.49
1.2,1.2
1.64,1.64
1.58,1.58
1.29,1.29
1.39,1.39
1.96,1.96
1.19,1.19
1.34,1.34
1.28,1.28
1.43,1.43
1.2,1.2
1.7,1.7
1.87,1.87
1.74,1.74
1.83,1.83
1.8,1.8
1.82,1.82
1.73,1.73
1.69,1.69
1.66,1.66
1.14,1.14
0.88,0.88
1.94,1.94
1.09,1.09
0.88,0.88
0.82,0.82
1.76,1.76
1.98,1.98
1.57,1.57
1.04,1.04
1.99,1.99
1.3,1.3
0.96,0.96
2.12,2.12
1.8,1.8
1.52,1.52
1.73,1.73
1.42,1.42
1.3,1.3
1.04,1.04
0.69,0.69
1.15,1.15
0.56,0.56
0.82,0.82
1.96,1.96
1.87,1.87
1.85,1.85
1.45,1.45
1.25,1.25
2.07,2.07
1.63,1.63
1.46,1.46
1.4,1.4
1.38,1.38
1.32,1.32
1.73,1.73
1.28,1.28
0.91,0.91
1.13,1.13
